nickname,lvl,current_hp,max_hp,nature__name,hp_iv,attack_iv,special_attack_iv,speed_iv,defense_iv,special_defense_iv,pokedexId,order,baseStats,isShiny,avgIV,sellPrice,caughtAt,move1,move2,move3,move4
Octillery,10,35,35,Naive,4,22,16,3,31,10,224,224,480,FALSE,14,256,2023-03-19 15:06:36,Mist Ball,Clamp,Bubble Beam,Comet Punch
Octillery,1,12,12,Adamant,30,17,1,1,31,31,224,224,480,FALSE,19,104,2023-11-09 04:10:34,Sharpen,Octazooka,Meteor Mash,Aqua Jet
Delibird,12,35,35,Bold,24,11,5,12,5,10,225,225,330,FALSE,11,105,2024-06-06 06:01:12,Stomp,Hail,Aerial Ace,Iron Head
Delibird,2,13,13,Brave,1,26,7,2,6,29,225,225,330,FALSE,12,45,2022-12-20 17:48:38,Double Hit,Ice Shard,Pluck,Low Kick
Delibird,3,16,16,Timid,31,4,21,21,10,0,225,225,330,FALSE,15,68,2024-06-06 16:46:08,Ice Punch,Metal Claw,Air Cutter,Wring Out
Delibird,10,31,31,Bashful,26,0,26,1,22,25,225,225,330,FALSE,17,143,2024-03-29 21:19:23,Glaciate,Wing Attack,Endeavor,Dual Chop
Delibird,11,34,34,Timid,29,21,12,16,27,4,225,225,330,FALSE,18,164,2024-06-04 14:00:53,Octazooka,Air Cutter,Wring Out,Ice Shard
Mantine,6,27,27,Gentle,20,11,15,0,1,26,226,226,485,FALSE,12,170,2023-05-04 23:08:55,Wring Out,Twister,Life Dew,Wing Attack
Mantine,3,18,18,Brave,18,18,30,1,11,19,226,226,485,FALSE,16,112,2023-04-26 18:09:19,Aqua Jet,Pluck,Double Team,Brick Break
Mantine,2,15,15,Gentle,11,26,25,17,18,7,226,226,485,FALSE,17,140,2024-06-02 18:31:26,Dragon Tail,Weather Ball,Feather Dance,Bubble
Mantine,24,81,81,Serious,26,24,31,21,7,2,226,226,485,FALSE,19,518,2024-06-05 02:15:58,Hypnosis,Air Cutter,Wring Out,Water Shuriken
Mantine,10,39,39,Docile,22,24,14,25,20,13,226,226,485,FALSE,20,355,2023-07-31 18:19:41,Mach Punch,Tail Slap,Scald,Wing Attack
Skarmory,12,38,38,Gentle,4,4,7,15,27,19,227,227,465,FALSE,13,240,2024-04-17 03:06:17,Crush Claw,Aurora Beam,Air Cutter,Magnet Bomb
Skarmory,5,21,21,Bashful,3,20,30,2,25,2,227,227,465,FALSE,14,167,2023-10-05 05:09:57,Swagger,Air Cutter,Metal Sound,Mirror Shot
Skarmory,9,33,33,Lax,29,2,11,19,2,21,227,227,465,FALSE,14,230,2023-04-14 01:23:08,Cut,Sand Attack,Pluck,Bullet Punch
Skarmory,14,45,45,Naughty,21,4,24,25,13,21,227,227,465,FALSE,18,369,2024-06-04 19:45:55,Smart Strike,Air Slash,Vital Throw,Fury Swipes
Houndour,11,31,31,Serious,6,6,20,13,26,10,228,228,330,FALSE,14,121,2023-02-28 01:20:29,Fake Tears,Flame Wheel,Reversal,Weather Ball
Houndour,6,21,21,Adamant,4,20,11,13,29,6,228,228,330,FALSE,14,92,2023-07-25 15:49:24,Electroweb,Fire Fang,Punishment,Pain Split
Houndour,15,42,42,Bold,24,22,21,12,2,3,228,228,330,FALSE,14,147,2024-06-05 23:01:03,Sing,Nasty Plot,Incinerate,Secret Sword
Houndour,15,40,40,Timid,16,13,26,10,1,22,228,228,330,FALSE,15,154,2023-08-09 14:20:27,Nasty Plot,Thunder Wave,Flash,Will-O-Wisp
Houndour,2,14,14,Lax,26,7,20,13,24,5,228,228,330,FALSE,16,60,2023-08-10 17:50:28,Endeavor,Payback,Flame Burst,Dual Chop
Houndour,17,45,45,Hardy,17,20,21,24,4,10,228,228,330,FALSE,16,179,2024-04-07 01:19:52,Thief,Fire Blast,Sludge,Bind
Houndour,2,14,14,Lonely,16,27,6,31,18,18,228,228,330,FALSE,19,74,2023-04-12 02:52:50,Smelling Salts,Taunt,Incinerate,Breaking Swipe
Houndour,1,12,12,Bashful,30,30,16,6,13,29,228,228,330,FALSE,21,56,2023-08-20 16:06:26,Shock Wave,Fire Spin,Roar,Bite
Houndoom,10,35,35,Docile,9,5,19,0,21,17,229,229,500,FALSE,12,220,2023-06-04 17:55:39,Electroweb,Knock Off,Rapid Spin,Flame Wheel
Houndoom,3,17,17,Adamant,0,19,16,7,25,12,229,229,500,FALSE,13,134,2024-05-28 04:00:02,Shock Wave,Cut,Feint Attack,Will-O-Wisp
Houndoom,14,45,45,Relaxed,2,19,31,17,6,5,229,229,500,FALSE,13,293,2023-11-01 12:25:30,Mega Punch,Thunder Punch,Fire Spin,Knock Off
Houndoom,5,23,23,Relaxed,11,22,28,1,8,12,229,229,500,FALSE,14,180,2023-06-04 17:55:59,Breaking Swipe,Double Hit,Fire Fang,Feint Attack
Houndoom,5,23,23,Naive,27,18,13,10,18,0,229,229,500,FALSE,14,188,2023-08-20 03:21:29,Sunny Day,Pursuit,Thunder Wave,Cut
Houndoom,8,30,30,Relaxed,2,20,28,20,10,23,229,229,500,FALSE,17,286,2022-10-13 01:14:29,Fire Spin,Swagger,Dragon Breath,Fiery Wrath
Kingdra,6,26,26,Modest,25,11,25,10,9,10,230,230,540,FALSE,15,303,2024-04-07 16:20:34,Howl,Dragon Breath,Crabhammer,Dream Eater
Kingdra,22,67,67,Docile,13,8,13,19,31,29,230,230,540,FALSE,19,730,2023-04-30 19:23:51,Bubble Beam,Smelling Salts,Dual Chop,Heat Crash
Phanpy,13,47,47,Timid,10,25,17,25,13,25,231,231,330,FALSE,19,188,2022-12-12 19:02:37,Accelerock,Bite,Bone Club,Drill Run
Donphan,10,39,39,Adamant,12,19,8,13,18,28,232,232,500,FALSE,16,304,2022-09-12 20:27:50,Whirlwind,Mud Bomb,Bulldoze,Topsy-Turvy
Porygon2,10,37,37,Quiet,3,19,10,17,3,11,233,233,515,FALSE,11,201,2023-05-10 15:09:31,Constrict,Rest,Protect,Hone Claws
Porygon2,15,53,53,Quirky,22,5,22,20,16,25,233,233,515,FALSE,18,430,2024-05-28 03:00:01,Mind Reader,Smelling Salts,Heart Stamp,Snarl
Porygon2,3,19,19,Rash,30,24,31,14,17,31,233,233,515,FALSE,25,257,2023-06-12 15:06:51,Bind,Feint Attack,Refresh,Low Sweep
Stantler,10,34,34,Bashful,1,10,25,24,0,21,234,234,465,FALSE,14,163,2024-03-11 22:13:42,Headbutt,Spike Cannon,Hyper Fang,Psycho Cut
Stantler,1,12,12,Timid,22,20,13,4,19,3,234,234,465,FALSE,14,51,2024-02-08 22:41:57,Sonic Boom,Bite,Covet,Thunderous Kick
Stantler,14,47,47,Impish,19,17,17,7,25,15,234,234,465,FALSE,17,239,2023-04-20 19:53:50,Relic Song,Low Sweep,Weather Ball,Mind Reader
Stantler,14,46,46,Rash,12,8,26,17,26,15,234,234,465,FALSE,17,248,2023-07-25 02:49:01,Body Slam,Flash,Punishment,Work Up
Stantler,7,28,28,Lax,20,31,19,18,27,17,234,234,465,FALSE,22,223,2022-09-13 19:27:53,Teeter Dance,Reversal,Strength,Sing
Smeargle,1,12,12,Serious,22,13,28,8,17,10,235,235,250,FALSE,16,33,2023-07-04 04:32:37,Hone Claws,Thief,Slash,Growth
Smeargle,4,18,18,Lax,1,19,26,30,5,25,235,235,250,FALSE,18,72,2023-06-11 19:37:14,Payback,Smelling Salts,Baton Pass,Take Down
Smeargle,6,23,23,Impish,9,26,29,21,31,23,235,235,250,FALSE,23,117,2023-07-31 19:49:39,Light Screen,Roar,Refresh,Low Kick
Tyrogue,4,17,17,Docile,29,18,14,16,7,5,236,236,210,FALSE,15,51,2023-03-27 16:21:35,Low Sweep,Thunder Fang,Mach Punch,Take Down
Tyrogue,1,11,11,Rash,28,0,8,21,28,29,236,236,210,FALSE,19,32,2023-07-03 15:16:59,Electroweb,Dynamic Punch,Triple Axel,Vital Throw
Hitmontop,7,24,24,Careful,4,29,15,1,9,3,237,237,455,FALSE,10,144,2022-05-13 13:10:44,Noble Roar,Body Press,Shock Wave,Reversal
Hitmontop,15,42,42,Calm,15,31,1,4,15,23,237,237,455,FALSE,15,308,2023-06-23 17:22:50,Low Sweep,Wring Out,Wake-Up Slap,Thunder Punch
Hitmontop,7,25,25,Careful,18,18,12,19,18,25,237,237,455,FALSE,18,260,2023-06-20 16:37:11,Heat Crash,Thunder Fang,Revenge,Rolling Kick
Smoochum,1,12,12,Adamant,25,6,10,0,22,2,238,238,305,FALSE,11,27,2023-04-10 17:37:47,Sparkling Aria,Heart Stamp,Ice Shard,Smelling Salts
Smoochum,6,21,21,Serious,3,5,9,19,21,25,238,238,305,FALSE,14,84,2024-03-28 19:19:13,Dream Eater,Slack Off,Ice Fang,Smart Strike
Smoochum,22,54,54,Serious,14,1,10,29,23,5,238,238,305,FALSE,14,161,2024-03-21 17:32:25,Whirlwind,Heart Stamp,Glaciate,Play Rough
Smoochum,5,20,20,Serious,12,9,5,27,19,24,238,238,305,FALSE,16,90,2022-12-08 19:17:31,Reflect,Egg Bomb,Shadow Punch,Glaciate
Elekid,11,31,31,Sassy,9,20,10,3,14,12,239,239,360,FALSE,11,111,2022-12-18 07:17:40,Noble Roar,Shock Wave,Moonlight,Zap Cannon
Elekid,7,24,24,Sassy,17,23,2,19,24,7,239,239,360,FALSE,15,120,2023-05-29 19:25:34,Vice Grip,Parabolic Charge,Nuzzle,Strange Steam
Magby,4,18,18,Adamant,27,9,1,9,1,19,240,240,365,FALSE,11,66,2023-08-09 19:05:26,Heat Crash,Karate Chop,Thunder Punch,Fire Spin
Magby,5,20,20,Bold,19,6,15,29,22,11,240,240,365,FALSE,17,114,2023-08-08 13:20:29,Dual Chop,Electroweb,Flame Charge,Heat Crash
Magby,10,31,31,Adamant,23,2,28,22,17,15,240,240,365,FALSE,18,169,2023-07-25 02:33:58,Flamethrower,Growth,Flame Wheel,Electroweb
Magby,4,18,18,Brave,27,11,28,19,22,9,240,240,365,FALSE,19,116,2023-05-31 03:10:39,Covet,Submission,Sunny Day,Will-O-Wisp
Magby,1,12,12,Bold,23,21,31,29,30,18,240,240,365,FALSE,25,76,2023-06-15 16:37:05,Heat Crash,Work Up,Incinerate,Thunder Punch
Miltank,13,47,47,Timid,1,13,26,7,4,6,241,241,490,FALSE,10,138,2022-11-10 18:45:51,Facade,Pursuit,Reversal,Sharpen
Blissey,15,105,105,Lax,29,15,16,24,13,17,242,242,540,FALSE,19,608,2023-03-19 03:36:25,Darkest Lariat,Quick Attack,Psycho Cut,Judgment
Raikou,4,21,21,Brave,12,13,21,19,16,20,243,243,580,FALSE,17,960,2023-08-20 14:36:31,Shock Wave,Tearful Look,Play Rough,Electro Ball
Larvitar,10,31,31,Quiet,11,28,5,1,8,22,246,246,300,FALSE,13,139,2022-11-10 21:45:51,Fire Fang,Rock Slide,Fissure,Strength
Larvitar,10,30,30,Timid,1,29,28,3,23,20,246,246,300,FALSE,17,193,2023-05-26 16:25:14,Rock Throw,Ancient Power,Teeter Dance,Mud Bomb
Pupitar,8,31,31,Hasty,25,19,26,11,20,12,247,247,410,FALSE,19,334,2023-06-14 18:22:04,Heat Crash,Mud Shot,Rock Tomb,Flash
Tyranitar,3,19,19,Gentle,15,21,8,29,20,5,248,248,600,FALSE,16,260,2023-03-03 23:35:04,Rock Tomb,Flail,Thunder Wave,Flatter
Tyranitar,1,13,13,Hasty,0,18,21,25,13,21,248,248,600,FALSE,16,150,2024-05-25 17:56:54,Electroweb,Foul Play,Rock Polish,Smelling Salts
Treecko,15,38,38,Mild,10,13,15,3,19,1,252,252,310,FALSE,10,465,2023-10-18 15:10:20,Mud Shot,Poison Fang,Giga Drain,Leech Seed
Treecko,15,40,40,Relaxed,23,16,0,16,31,11,252,252,310,FALSE,16,563,2024-02-13 15:53:32,Snap Trap,Headbutt,Bulldoze,Magical Leaf
Treecko,15,39,39,Jolly,16,24,17,19,25,2,252,252,310,FALSE,17,579,2024-04-11 17:53:38,Razor Leaf,Bone Club,Rock Tomb,Needle Arm
Mudkip,15,41,41,Docile,7,12,22,6,12,26,258,258,310,FALSE,14,530,2023-09-28 15:00:27,Facade,Water Spout,Power Swap,Aqua Tail
Marshtomp,9,32,32,Lonely,12,10,14,17,9,27,259,259,405,FALSE,15,544,2023-11-09 16:26:44,Snarl,Water Shuriken,Mud-Slap,Bind
Poochyena,10,27,27,Mild,7,5,9,0,16,0,261,261,220,FALSE,6,35,2024-03-08 03:09:20,Poison Jab,Knock Off,Memento,Poison Sting
Poochyena,4,17,17,Timid,21,25,14,7,14,1,261,261,220,FALSE,14,49,2023-01-15 20:48:18,Taunt,Charge Beam,Electroweb,Feint Attack
Poochyena,11,30,30,Relaxed,17,23,24,20,23,6,261,261,220,FALSE,19,113,2023-02-07 15:04:25,Sludge,Feint Attack,Electroweb,Brutal Swing
Mightyena,3,18,18,Calm,28,10,20,21,0,24,262,262,420,FALSE,17,147,2023-07-31 15:34:39,Ancient Power,Fake Tears,Pursuit,Rock Tomb
Mightyena,5,23,23,Gentle,21,21,23,15,13,16,262,262,420,FALSE,18,201,2023-02-28 10:35:04,Sludge,Thief,Spark,Brutal Swing
Mightyena,9,34,34,Quiet,29,13,4,28,27,29,262,262,420,FALSE,22,321,2023-08-15 14:50:53,Toxic Thread,Snarl,Take Down,Fiery Wrath
Zigzagoon,5,19,19,Brave,16,3,24,31,8,11,263,263,240,FALSE,16,68,2023-10-30 17:16:54,Fake Tears,Feint Attack,Strength,Cut
Zigzagoon,9,28,28,Mild,31,10,22,13,31,1,263,263,240,FALSE,18,106,2023-06-18 23:52:05,Sonic Boom,Growth,Double Team,Crunch
Zigzagoon,15,36,40,Mild,28,13,26,31,30,22,263,263,240,FALSE,25,191,2022-10-25 18:59:17,Low Sweep,Crush Grip,Leer,Mega Kick
Linoone,1,12,12,Gentle,11,9,17,9,7,21,264,264,420,FALSE,12,61,2023-01-18 19:18:25,Slack Off,Rapid Spin,Light Screen,Psychic
Linoone,12,41,41,Lax,5,15,2,12,19,31,264,264,420,FALSE,14,240,2023-11-14 00:55:32,Rapid Spin,Mach Punch,Fury Attack,Bind
Linoone,10,36,36,Jolly,13,25,15,26,7,6,264,264,420,FALSE,15,240,2024-02-07 02:42:16,Slash,Noble Roar,Heart Stamp,Pursuit
Wurmple,13,37,37,Naughty,24,23,12,16,4,15,265,265,195,FALSE,16,90,2023-02-01 03:48:47,Toxic Thread,Snarl,Quiver Dance,Bug Bite
Wurmple,22,53,53,Docile,9,7,15,21,17,27,265,265,195,FALSE,16,120,2024-03-12 02:57:56,Defend Order,X-Scissor,Poison Tail,Spike Cannon
Silcoon,2,14,14,Docile,4,21,23,11,30,21,266,266,205,FALSE,18,43,2023-07-12 03:02:48,Twineedle,Toxic,Poison Fang,Signal Beam
Beautifly,3,16,16,Hasty,2,20,6,26,4,8,267,267,395,FALSE,11,88,2024-06-04 23:15:56,Mirror Move,Protect,Vacuum Wave,Skitter Smack
Beautifly,12,36,36,Brave,3,10,26,4,17,8,267,267,395,FALSE,11,182,2024-06-06 00:01:04,Vice Grip,Aerial Ace,Heal Order,Bulldoze
Beautifly,15,44,44,Modest,8,1,29,21,9,19,267,267,395,FALSE,15,261,2024-06-07 12:46:14,Facade,Pluck,Final Gambit,Infestation
Beautifly,3,17,17,Serious,28,16,11,21,9,9,267,267,395,FALSE,16,126,2024-05-31 11:00:29,Steamroller,Mud-Slap,Dizzy Punch,Gust
Beautifly,2,14,14,Careful,9,22,3,26,20,31,267,267,395,FALSE,19,121,2024-06-06 20:46:09,Headbutt,Mirror Move,Steamroller,High Horsepower
Cascoon,7,25,25,Sassy,15,8,14,12,29,26,268,268,205,FALSE,17,77,2023-01-06 01:33:13,Skitter Smack,Infestation,Payback,Poison Tail
Dustox,8,29,29,Quirky,21,27,1,0,28,29,269,269,385,FALSE,18,226,2023-02-01 16:34:03,Toxic,Refresh,Acid Spray,Infestation
Lotad,12,33,33,Adamant,16,9,18,30,20,3,270,270,220,FALSE,16,100,2023-01-24 04:48:30,Sonic Boom,Synthesis,Water Pulse,Mud Bomb
Lotad,11,32,32,Bold,28,4,8,29,18,22,270,270,220,FALSE,18,109,2023-04-06 03:07:25,Clamp,Smelling Salts,Poison Fang,Snap Trap
Lombre,8,28,28,Hardy,8,0,11,19,4,20,271,271,340,FALSE,10,117,2024-02-09 19:11:59,Water Pulse,Fury Swipes,Mega Drain,Aurora Beam
Lombre,1,12,12,Gentle,16,18,14,2,12,4,271,271,340,FALSE,11,44,2024-03-18 03:43:05,Magnet Bomb,Magical Leaf,Whirlpool,Mega Kick
Lombre,2,14,14,Naughty,6,20,4,19,26,24,271,271,340,FALSE,17,93,2023-09-27 01:08:42,Grav Apple,Psybeam,Slash,Water Spout
Lombre,14,42,42,Modest,11,31,30,25,5,20,271,271,340,FALSE,20,304,2023-01-09 08:47:52,Bulldoze,Life Dew,Leaf Tornado,Teeter Dance
Ludicolo,11,41,41,Rash,27,1,18,10,23,21,272,272,480,FALSE,17,406,2023-07-27 15:04:17,Sonic Boom,Snap Trap,Smart Strike,Aqua Jet
Seedot,12,34,34,Relaxed,21,7,22,27,19,5,273,273,220,FALSE,17,105,2023-04-04 14:52:12,Grass Knot,Sludge,Razor Leaf,Body Slam
Seedot,3,15,15,Bold,9,29,18,30,23,24,273,273,220,FALSE,22,69,2024-03-05 02:24:16,Poison Fang,Mega Drain,Fissure,Needle Arm
Nuzleaf,5,22,22,Brave,8,15,21,5,15,25,274,274,340,FALSE,15,132,2023-10-31 17:16:28,Grass Knot,Tickle,Accelerock,Feint Attack
Nuzleaf,10,36,36,Bashful,28,18,30,6,18,24,274,274,340,FALSE,21,261,2023-03-17 15:51:40,Scary Face,Feint Attack,Leaf Tornado,Parabolic Charge
Shiftry,23,78,78,Lax,17,21,1,5,9,25,275,275,480,FALSE,13,458,2024-04-07 05:35:01,Dizzy Punch,Sandstorm,Magical Leaf,Hone Claws
Shiftry,6,28,28,Naive,31,7,1,8,21,22,275,275,480,FALSE,15,270,2022-10-13 00:59:00,Egg Bomb,Cotton Spore,Rock Blast,Foul Play
Shiftry,4,22,22,Careful,26,2,3,29,18,27,275,275,480,FALSE,18,257,2024-01-16 17:41:39,Snarl,Sludge,Teeter Dance,Grass Pledge
Taillow,13,34,34,Careful,11,9,26,24,1,21,276,276,270,FALSE,15,123,2022-11-14 21:46:02,Facade,Aura Sphere,Double Hit,Acrobatics
Taillow,12,34,34,Impish,23,25,24,18,5,20,276,276,270,FALSE,19,147,2023-07-25 12:34:12,Acrobatics,Mirror Shot,Mind Reader,Mega Kick
Swellow,5,21,21,Jolly,14,13,4,4,15,27,277,277,455,FALSE,13,153,2024-06-04 18:30:55,Vice Grip,Slack Off,Pluck,Force Palm
Swellow,14,41,41,Naughty,5,25,7,24,14,3,277,277,455,FALSE,13,260,2024-02-13 01:12:03,Force Palm,Smelling Salts,Sing,Wing Attack
Swellow,13,41,41,Modest,24,28,12,25,20,13,277,277,455,FALSE,20,393,2023-01-13 19:18:06,Relic Song,Counter,Peck,Stomp
Wingull,2,13,13,Hasty,15,17,3,22,12,5,278,278,270,FALSE,12,38,2024-06-07 10:16:13,Fury Attack,Agility,Clamp,Air Slash
Wingull,4,18,18,Gentle,29,9,11,12,2,15,278,278,270,FALSE,13,57,2024-06-07 07:31:13,Dream Eater,Aerial Ace,Aqua Tail,Chip Away
Wingull,4,18,18,Impish,31,5,24,9,0,12,278,278,270,FALSE,14,60,2023-04-12 16:07:48,Smart Strike,Tailwind,Whirlpool,Extreme Speed
Wingull,20,46,46,Docile,3,13,22,9,31,11,278,278,270,FALSE,15,147,2024-06-04 04:15:56,Aqua Jet,Low Sweep,Work Up,Hurricane
Wingull,5,19,19,Gentle,0,29,22,27,22,31,278,278,270,FALSE,22,108,2024-06-04 00:30:49,Dragon Pulse,Wing Attack,Whirlwind,Water Gun
Pelipper,12,39,39,Bold,23,0,15,7,17,4,279,279,440,FALSE,11,197,2023-05-10 18:24:24,Work Up,Clamp,Steel Wing,Feather Dance
Pelipper,11,34,34,Hasty,0,14,10,12,20,18,279,279,440,FALSE,12,212,2023-04-01 15:22:31,Aqua Jet,Metal Burst,Pluck,Sweet Scent
Pelipper,15,45,45,Jolly,19,9,26,23,3,17,279,279,440,FALSE,16,324,2024-06-07 00:16:11,Cut,Steel Wing,Feather Dance,Aqua Tail
Pelipper,8,29,29,Careful,25,5,30,22,16,13,279,279,440,FALSE,19,271,2024-02-11 19:57:01,Ice Fang,Water Gun,Sharpen,Air Cutter
Ralts,3,15,15,Hardy,31,26,2,1,21,27,280,280,198,FALSE,18,50,2024-02-09 20:41:59,Nature’s Madness,Water Pledge,Slash,Confusion
Kirlia,11,31,31,Rash,18,6,28,3,26,4,281,281,278,FALSE,14,153,2023-02-03 19:34:21,Draining Kiss,Heart Stamp,Crush Grip,Bubble Beam
Kirlia,12,32,32,Adamant,9,28,27,24,19,5,281,281,278,FALSE,19,211,2024-02-20 00:23:56,Play Rough,Heart Stamp,Endeavor,Amnesia
Gardevoir,8,29,29,Modest,11,20,12,29,4,21,282,282,518,FALSE,16,362,2024-03-18 00:58:37,Bind,Heal Block,Heart Stamp,Play Rough
Gardevoir,9,32,32,Careful,12,11,26,16,11,31,282,282,518,FALSE,18,424,2023-07-24 18:34:46,Strange Steam,Shadow Punch,Flail,Amnesia
Gardevoir,8,30,30,Rash,20,26,2,14,29,16,282,282,518,FALSE,18,400,2023-05-05 01:54:05,Horn Attack,Shadow Punch,Zen Headbutt,Moonblast
Surskit,7,22,22,Lonely,1,3,3,18,30,27,283,283,269,FALSE,14,80,2024-01-04 14:41:25,Attack Order,Zen Headbutt,Water Gun,Wrap
Surskit,11,30,30,Quiet,5,17,3,30,23,17,283,283,269,FALSE,16,116,2022-10-31 19:30:17,Signal Beam,Clamp,Psybeam,Slam
Masquerain,7,26,26,Naughty,0,12,31,10,6,22,284,284,454,FALSE,14,191,2023-03-11 20:06:03,Aerial Ace,Pin Missile,Screech,Sludge
Masquerain,6,24,24,Quirky,8,29,3,5,23,24,284,284,454,FALSE,15,200,2024-06-04 12:00:52,Vital Throw,Pluck,Bug Bite,Double Hit
Shroomish,5,21,21,Lax,3,16,30,1,2,30,285,285,295,FALSE,14,74,2022-08-18 03:40:57,Snap Trap,Synthesis,Acid Armor,Take Down
Shroomish,1,12,12,Careful,17,18,13,17,24,15,285,285,295,FALSE,17,42,2023-04-02 19:52:02,Needle Arm,Bone Club,Defense Curl,Magical Leaf
Breloom,5,21,21,Relaxed,18,19,5,26,3,12,286,286,460,FALSE,14,167,2023-02-21 23:49:40,Egg Bomb,Reversal,Magical Leaf,Triple Axel
Slakoth,8,27,27,Sassy,0,4,14,13,24,2,287,287,280,FALSE,10,62,2023-06-12 21:07:14,Heart Stamp,Egg Bomb,Snarl,Horn Attack
Slakoth,1,12,12,Docile,26,12,30,13,14,27,287,287,280,FALSE,20,46,2023-06-05 04:25:46,Vital Throw,Smokescreen,Growth,Guillotine
Vigoroth,9,33,33,Timid,1,15,10,6,25,20,288,288,440,FALSE,13,199,2023-06-19 02:22:13,Whirlwind,Horn Attack,Seismic Toss,Work Up
Vigoroth,13,45,45,Timid,12,23,4,21,6,16,288,288,440,FALSE,14,255,2024-03-07 02:54:18,Sucker Punch,Spike Cannon,Dizzy Punch,Brick Break
Vigoroth,5,24,24,Jolly,26,0,11,12,20,26,288,288,440,FALSE,16,183,2023-01-13 15:03:37,Take Down,Extrasensory,Dark Pulse,Crush Grip
Slaking,7,39,39,Gentle,22,0,20,17,31,13,289,289,670,FALSE,17,466,2024-06-02 17:01:02,Hypnosis,Metronome,Hyper Fang,Work Up
Slaking,9,48,48,Lax,23,6,27,20,30,17,289,289,670,FALSE,21,631,2023-05-29 16:25:21,Mega Punch,Sonic Boom,Morning Sun,Cosmic Power
Nincada,12,32,32,Adamant,27,17,29,31,5,25,290,290,266,FALSE,22,169,2022-11-10 01:01:43,Mega Punch,Pin Missile,Mud-Slap,Rock Tomb
Ninjask,11,37,37,Naive,24,5,1,3,1,26,291,291,456,FALSE,10,124,2022-06-02 23:08:14,Signal Beam,Snarl,Noble Roar,Wing Attack
Ninjask,3,16,16,Quirky,1,7,26,16,29,12,291,291,456,FALSE,15,98,2023-07-07 19:47:48,Toxic Thread,Crush Grip,Bug Bite,Aerial Ace
Ninjask,6,25,25,Quiet,29,11,5,17,12,19,291,291,456,FALSE,16,142,2023-08-22 13:21:39,Fell Stinger,Metal Sound,Feather Dance,Tail Whip
Ninjask,8,28,28,Naive,4,29,8,14,29,31,291,291,456,FALSE,19,203,2024-06-06 02:16:03,Protect,Twister,Air Cutter,Infestation
Shedinja,4,14,14,Hasty,9,31,9,29,16,3,292,292,236,FALSE,16,89,2023-10-26 02:32:52,Acid Spray,Bug Bite,Shadow Sneak,Sharpen
Shedinja,9,20,20,Mild,18,18,2,20,14,28,292,292,236,FALSE,17,139,2023-10-25 15:47:50,Shadow Bone,Bug Bite,Poison Fang,Teeter Dance
Shedinja,11,24,24,Quirky,29,28,7,27,30,26,292,292,236,FALSE,25,225,2023-04-19 14:53:50,Foul Play,Chip Away,Hex,Infestation
Whismur,8,30,30,Mild,28,10,23,0,6,11,293,293,240,FALSE,13,72,2023-02-28 02:50:16,Mega Kick,Wrap,Sweet Scent,Vacuum Wave
Whismur,10,33,33,Calm,5,10,30,12,26,9,293,293,240,FALSE,15,96,2023-06-15 05:07:35,Smokescreen,Metronome,Tri Attack,Stored Power
Loudred,4,20,20,Quirky,3,11,27,29,10,3,294,294,360,FALSE,14,117,2024-01-25 03:42:00,Wake-Up Slap,Thrash,Rolling Kick,Stomp
Exploud,4,22,22,Quirky,16,14,17,1,2,28,295,295,490,FALSE,13,150,2023-06-18 23:37:01,Horn Attack,Flail,Heart Stamp,Body Press
Exploud,8,36,36,Calm,21,21,9,13,11,28,295,295,490,FALSE,17,280,2022-11-22 17:46:48,Snarl,Strength,Cut,Pay Day
Makuhita,8,30,30,Sassy,14,25,28,27,14,11,296,296,237,FALSE,20,109,2023-06-20 22:37:17,Ice Shard,Vacuum Wave,Low Kick,Ice Fang
Makuhita,15,38,49,Quiet,19,29,30,25,29,30,296,296,237,FALSE,27,204,2023-01-26 04:03:21,Circle Throw,Ice Fang,Thunder Fang,Rolling Kick
Hariyama,15,69,69,Hardy,8,26,10,4,18,4,297,297,474,FALSE,12,252,2022-02-24 05:03:35,Growth,Mach Punch,Thunder Fang,Body Press
Azurill,4,18,18,Naive,12,25,31,26,15,8,298,298,190,FALSE,20,61,2023-06-19 00:07:06,Teeter Dance,Swagger,Charm,Bite
Nosepass,9,26,26,Adamant,21,10,14,4,29,9,299,299,375,FALSE,15,134,2024-03-12 02:27:46,Electroweb,Rock Tomb,Rollout,Metronome
Nosepass,12,30,30,Timid,13,30,2,18,31,22,299,299,375,FALSE,19,207,2022-06-14 15:18:49,Rock Polish,Tail Slap,Flame Charge,Ancient Power
Skitty,3,16,16,Naive,6,18,27,3,23,15,300,300,260,FALSE,15,56,2023-01-27 05:03:40,Scratch,Cut,Psybeam,Slash
Skitty,10,31,31,Quiet,16,28,24,7,18,11,300,300,260,FALSE,17,117,2023-06-14 04:52:07,Bind,Revenge,Crush Grip,Confide
Delcatty,4,20,20,Lax,20,16,25,29,7,29,301,301,400,FALSE,21,197,2022-11-14 20:01:10,Kinesis,Mach Punch,Scary Face,Teeter Dance
Sableye,14,41,41,Docile,23,8,0,26,5,20,302,302,380,FALSE,14,160,2023-06-29 15:32:19,Endeavor,Rock Tomb,Shadow Sneak,Snarl
Sableye,14,41,41,Calm,25,1,17,11,6,23,302,302,380,FALSE,14,162,2024-02-05 22:57:13,Pluck,Night Shade,Strength,Bite
